timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T18:04:41.1373849+02:00,2,25744,Godot_v4.6.2-stable_win64,1.875,0.000,475.3,485.9,30,"19432:StreamDeck:cpu_total=8242.2:ws=85MB|31148:DisplayFusion:cpu_total=6877.3:ws=152MB|6348:Codex:cpu_total=6094.1:ws=304MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.5:ws=88MB|9972:CurseForge:cpu_total=2043.0:ws=56MB|9240:steamwebhelper:cpu_total=1390.6:ws=344MB|9932:Codex:cpu_total=1062.7:ws=428MB"
2026-06-25T18:04:43.1959235+02:00,4.1,25744,Godot_v4.6.2-stable_win64,3.875,2.000,563.4,768.4,31,"19432:StreamDeck:cpu_total=8243.1:ws=85MB|31148:DisplayFusion:cpu_total=6877.4:ws=152MB|6348:Codex:cpu_total=6094.9:ws=304MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.6:ws=88MB|9972:CurseForge:cpu_total=2043.0:ws=56MB|9240:steamwebhelper:cpu_total=1390.6:ws=344MB|9932:Codex:cpu_total=1062.7:ws=428MB"
2026-06-25T18:04:45.2523621+02:00,6.1,25744,Godot_v4.6.2-stable_win64,5.813,1.938,617.6,1116.8,32,"19432:StreamDeck:cpu_total=8243.9:ws=85MB|31148:DisplayFusion:cpu_total=6877.5:ws=152MB|6348:Codex:cpu_total=6095.8:ws=312MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.8:ws=88MB|9972:CurseForge:cpu_total=2043.1:ws=56MB|9240:steamwebhelper:cpu_total=1390.6:ws=344MB|9932:Codex:cpu_total=1063.1:ws=363MB"
2026-06-25T18:04:47.3003839+02:00,8.2,25744,Godot_v4.6.2-stable_win64,8.422,2.609,702.7,1201.2,32,"19432:StreamDeck:cpu_total=8244.5:ws=85MB|31148:DisplayFusion:cpu_total=6877.7:ws=152MB|6348:Codex:cpu_total=6097.0:ws=308MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.9:ws=88MB|9972:CurseForge:cpu_total=2043.1:ws=56MB|9240:steamwebhelper:cpu_total=1390.7:ws=344MB|9932:Codex:cpu_total=1063.7:ws=373MB"
2026-06-25T18:04:49.3431850+02:00,10.3,25744,Godot_v4.6.2-stable_win64,10.484,2.062,706.8,1205.4,32,"19432:StreamDeck:cpu_total=8245.6:ws=85MB|31148:DisplayFusion:cpu_total=6877.8:ws=152MB|6348:Codex:cpu_total=6098.1:ws=303MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.9:ws=88MB|9972:CurseForge:cpu_total=2043.2:ws=56MB|9240:steamwebhelper:cpu_total=1390.7:ws=344MB|9932:Codex:cpu_total=1063.7:ws=371MB"
2026-06-25T18:04:51.3895904+02:00,12.3,25744,Godot_v4.6.2-stable_win64,12.563,2.078,706.8,1205.4,32,"19432:StreamDeck:cpu_total=8245.7:ws=85MB|31148:DisplayFusion:cpu_total=6877.9:ws=152MB|6348:Codex:cpu_total=6099.1:ws=303MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.9:ws=88MB|9972:CurseForge:cpu_total=2043.2:ws=56MB|9240:steamwebhelper:cpu_total=1390.7:ws=344MB|9932:Codex:cpu_total=1063.7:ws=371MB"
2026-06-25T18:04:53.4340569+02:00,14.3,25744,Godot_v4.6.2-stable_win64,14.609,2.047,715.1,1213.7,32,"19432:StreamDeck:cpu_total=8246.7:ws=85MB|31148:DisplayFusion:cpu_total=6878.0:ws=153MB|6348:Codex:cpu_total=6100.0:ws=304MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.9:ws=88MB|9972:CurseForge:cpu_total=2043.2:ws=56MB|9240:steamwebhelper:cpu_total=1390.7:ws=344MB|9932:Codex:cpu_total=1063.7:ws=370MB"
2026-06-25T18:04:55.4982709+02:00,16.4,25744,Godot_v4.6.2-stable_win64,16.656,2.047,715.1,1213.7,32,"19432:StreamDeck:cpu_total=8247.6:ws=85MB|31148:DisplayFusion:cpu_total=6878.0:ws=152MB|6348:Codex:cpu_total=6101.0:ws=287MB|18288:Creative Cloud:cpu_total=5019.6:ws=313MB|23548:LM Studio:cpu_total=2297.9:ws=88MB|9972:CurseForge:cpu_total=2043.3:ws=56MB|9240:steamwebhelper:cpu_total=1390.7:ws=344MB|9932:Codex:cpu_total=1064.0:ws=343MB"
2026-06-25T18:04:57.5549049+02:00,18.5,25744,Godot_v4.6.2-stable_win64,18.719,2.062,717.6,1216.3,32,"19432:StreamDeck:cpu_total=8248.7:ws=85MB|31148:DisplayFusion:cpu_total=6878.1:ws=152MB|6348:Codex:cpu_total=6102.1:ws=311MB|18288:Creative Cloud:cpu_total=5019.7:ws=313MB|23548:LM Studio:cpu_total=2298.0:ws=88MB|9972:CurseForge:cpu_total=2043.3:ws=56MB|9240:steamwebhelper:cpu_total=1390.8:ws=344MB|9932:Codex:cpu_total=1064.0:ws=344MB"
2026-06-25T18:04:59.6097077+02:00,20.5,25744,Godot_v4.6.2-stable_win64,20.797,2.078,807.2,1308.8,32,"19432:StreamDeck:cpu_total=8249.6:ws=85MB|31148:DisplayFusion:cpu_total=6878.2:ws=152MB|6348:Codex:cpu_total=6103.2:ws=308MB|18288:Creative Cloud:cpu_total=5019.8:ws=313MB|23548:LM Studio:cpu_total=2298.0:ws=88MB|9972:CurseForge:cpu_total=2043.4:ws=56MB|9240:steamwebhelper:cpu_total=1390.8:ws=344MB|9932:Codex:cpu_total=1064.0:ws=345MB"
