timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T20:03:18.4799604+02:00,2,31844,Godot_v4.6.2-stable_win64,38.344,0.000,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10135.3:ws=69MB|6348:Codex:cpu_total=7864.9:ws=293MB|31148:DisplayFusion:cpu_total=7175.2:ws=123MB|18288:Creative Cloud:cpu_total=5331.1:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.0:ws=44MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1257.6:ws=435MB"
2026-06-25T20:03:20.5524081+02:00,4.1,31844,Godot_v4.6.2-stable_win64,38.375,0.031,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10136.4:ws=69MB|6348:Codex:cpu_total=7865.8:ws=288MB|31148:DisplayFusion:cpu_total=7175.3:ws=123MB|18288:Creative Cloud:cpu_total=5331.2:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.0:ws=43MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1257.6:ws=434MB"
2026-06-25T20:03:22.6232252+02:00,6.2,31844,Godot_v4.6.2-stable_win64,38.422,0.047,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10137.5:ws=69MB|6348:Codex:cpu_total=7867.3:ws=328MB|31148:DisplayFusion:cpu_total=7175.5:ws=123MB|18288:Creative Cloud:cpu_total=5331.2:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.1:ws=43MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1258.8:ws=471MB"
2026-06-25T20:03:24.6729293+02:00,8.2,31844,Godot_v4.6.2-stable_win64,38.438,0.016,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10138.1:ws=69MB|6348:Codex:cpu_total=7868.0:ws=318MB|31148:DisplayFusion:cpu_total=7175.6:ws=123MB|18288:Creative Cloud:cpu_total=5331.3:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.1:ws=43MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1259.1:ws=465MB"
2026-06-25T20:03:26.7197949+02:00,10.3,31844,Godot_v4.6.2-stable_win64,38.453,0.016,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10139.3:ws=69MB|6348:Codex:cpu_total=7869.2:ws=318MB|31148:DisplayFusion:cpu_total=7176.0:ws=126MB|18288:Creative Cloud:cpu_total=5331.3:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.2:ws=44MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1259.2:ws=465MB"
2026-06-25T20:03:28.7825970+02:00,12.3,31844,Godot_v4.6.2-stable_win64,38.453,0.000,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10140.3:ws=69MB|6348:Codex:cpu_total=7870.3:ws=300MB|31148:DisplayFusion:cpu_total=7176.1:ws=126MB|18288:Creative Cloud:cpu_total=5331.3:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.2:ws=44MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1259.4:ws=460MB"
2026-06-25T20:03:30.8377670+02:00,14.4,31844,Godot_v4.6.2-stable_win64,38.453,0.000,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10141.3:ws=69MB|6348:Codex:cpu_total=7871.5:ws=263MB|31148:DisplayFusion:cpu_total=7176.2:ws=126MB|18288:Creative Cloud:cpu_total=5331.5:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.3:ws=44MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1259.5:ws=460MB"
2026-06-25T20:03:32.9805918+02:00,16.5,31844,Godot_v4.6.2-stable_win64,38.469,0.016,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10142.6:ws=69MB|6348:Codex:cpu_total=7872.3:ws=263MB|31148:DisplayFusion:cpu_total=7176.4:ws=126MB|18288:Creative Cloud:cpu_total=5331.5:ws=341MB|23548:LM Studio:cpu_total=2376.9:ws=80MB|9972:CurseForge:cpu_total=2137.3:ws=44MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1259.5:ws=458MB"
2026-06-25T20:03:35.0413262+02:00,18.6,31844,Godot_v4.6.2-stable_win64,38.469,0.000,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10143.4:ws=69MB|6348:Codex:cpu_total=7873.1:ws=263MB|31148:DisplayFusion:cpu_total=7176.7:ws=126MB|18288:Creative Cloud:cpu_total=5331.5:ws=341MB|23548:LM Studio:cpu_total=2377.0:ws=80MB|9972:CurseForge:cpu_total=2137.4:ws=44MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1259.5:ws=458MB"
2026-06-25T20:03:37.0996813+02:00,20.7,31844,Godot_v4.6.2-stable_win64,38.469,0.000,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10144.3:ws=69MB|6348:Codex:cpu_total=7874.1:ws=288MB|31148:DisplayFusion:cpu_total=7176.9:ws=126MB|18288:Creative Cloud:cpu_total=5331.5:ws=341MB|23548:LM Studio:cpu_total=2377.0:ws=80MB|9972:CurseForge:cpu_total=2137.5:ws=45MB|9240:steamwebhelper:cpu_total=1448.4:ws=354MB|9932:Codex:cpu_total=1259.5:ws=458MB"
