timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T09:40:05.0798865+02:00,2,8596,Godot_v4.6.2-stable_win64,1.922,0.000,477.1,498.5,30,"31148:DisplayFusion:cpu=5;874.3:ws=150MB|19432:StreamDeck:cpu=5;637.7:ws=85MB|18288:Creative Cloud:cpu=4;429.7:ws=314MB|6348:Codex:cpu=3;889.6:ws=274MB|23548:LM Studio:cpu=2;000.6:ws=92MB|9972:CurseForge:cpu=1;703.5:ws=57MB|9240:steamwebhelper:cpu=1;175.9:ws=357MB|6392:codex:cpu=908.6:ws=139MB"
2026-06-25T09:40:07.1650521+02:00,4.1,8596,Godot_v4.6.2-stable_win64,3.953,2.031,570.8,774.7,31,"31148:DisplayFusion:cpu=5;874.3:ws=150MB|19432:StreamDeck:cpu=5;638.4:ws=85MB|18288:Creative Cloud:cpu=4;429.7:ws=314MB|6348:Codex:cpu=3;890.4:ws=229MB|23548:LM Studio:cpu=2;000.8:ws=92MB|9972:CurseForge:cpu=1;703.6:ws=57MB|9240:steamwebhelper:cpu=1;175.9:ws=357MB|6392:codex:cpu=908.6:ws=138MB"
