timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T09:34:28.6149769+02:00,2,,,,,,,,"31148:DisplayFusion:cpu=5;861.5:ws=151MB|19432:StreamDeck:cpu=5;568.9:ws=85MB|18288:Creative Cloud:cpu=4;418.9:ws=314MB|6348:Codex:cpu=3;779.1:ws=273MB|23548:LM Studio:cpu=1;996.3:ws=92MB|9972:CurseForge:cpu=1;698.8:ws=57MB|9240:steamwebhelper:cpu=1;172.6:ws=357MB|9932:Codex:cpu=904.2:ws=307MB"
