timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T19:59:13.9352622+02:00,24.6,31844,Godot_v4.6.2-stable_win64,37.063,0.000,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10015.4:ws=69MB|6348:Codex:cpu_total=7749.0:ws=288MB|31148:DisplayFusion:cpu_total=7162.5:ws=123MB|18288:Creative Cloud:cpu_total=5324.4:ws=341MB|23548:LM Studio:cpu_total=2373.6:ws=80MB|9972:CurseForge:cpu_total=2132.6:ws=43MB|9240:steamwebhelper:cpu_total=1446.0:ws=355MB|9932:Codex:cpu_total=1232.9:ws=436MB"
2026-06-25T19:59:15.9806568+02:00,26.6,31844,Godot_v4.6.2-stable_win64,37.063,0.000,2580.3,3380.9,28,"19432:StreamDeck:cpu_total=10016.5:ws=69MB|6348:Codex:cpu_total=7749.8:ws=284MB|31148:DisplayFusion:cpu_total=7162.6:ws=123MB|18288:Creative Cloud:cpu_total=5324.5:ws=341MB|23548:LM Studio:cpu_total=2373.6:ws=80MB|9972:CurseForge:cpu_total=2132.7:ws=43MB|9240:steamwebhelper:cpu_total=1446.0:ws=355MB|9932:Codex:cpu_total=1233.0:ws=437MB"
2026-06-25T19:59:18.0502154+02:00,28.7,6748,Godot_v4.6.2-stable_win64,39.375,0.000,855.9,1618.4,33,"19432:StreamDeck:cpu_total=10017.3:ws=69MB|6348:Codex:cpu_total=7750.8:ws=284MB|31148:DisplayFusion:cpu_total=7162.7:ws=123MB|18288:Creative Cloud:cpu_total=5324.5:ws=341MB|23548:LM Studio:cpu_total=2373.6:ws=80MB|9972:CurseForge:cpu_total=2132.7:ws=43MB|9240:steamwebhelper:cpu_total=1446.0:ws=355MB|9932:Codex:cpu_total=1233.0:ws=436MB"
2026-06-25T19:59:20.1098819+02:00,30.8,6748,Godot_v4.6.2-stable_win64,41.500,2.125,856.0,1618.5,33,"19432:StreamDeck:cpu_total=10018.3:ws=69MB|6348:Codex:cpu_total=7752.0:ws=293MB|31148:DisplayFusion:cpu_total=7162.8:ws=123MB|18288:Creative Cloud:cpu_total=5324.6:ws=341MB|23548:LM Studio:cpu_total=2373.6:ws=80MB|9972:CurseForge:cpu_total=2132.7:ws=43MB|9240:steamwebhelper:cpu_total=1446.0:ws=355MB|9932:Codex:cpu_total=1233.0:ws=436MB"
2026-06-25T19:59:22.1639261+02:00,32.8,6748,Godot_v4.6.2-stable_win64,44.359,2.859,842.4,1606.2,33,"19432:StreamDeck:cpu_total=10019.5:ws=69MB|6348:Codex:cpu_total=7753.1:ws=289MB|31148:DisplayFusion:cpu_total=7162.8:ws=124MB|18288:Creative Cloud:cpu_total=5324.6:ws=341MB|23548:LM Studio:cpu_total=2373.7:ws=80MB|9972:CurseForge:cpu_total=2132.8:ws=43MB|9240:steamwebhelper:cpu_total=1446.0:ws=355MB|9932:Codex:cpu_total=1233.4:ws=440MB"
2026-06-25T19:59:24.2139197+02:00,34.9,6748,Godot_v4.6.2-stable_win64,48.828,4.469,860.0,1621.6,33,"19432:StreamDeck:cpu_total=10020.6:ws=69MB|6348:Codex:cpu_total=7754.2:ws=289MB|31148:DisplayFusion:cpu_total=7163.0:ws=124MB|18288:Creative Cloud:cpu_total=5324.7:ws=341MB|23548:LM Studio:cpu_total=2373.7:ws=80MB|9972:CurseForge:cpu_total=2132.8:ws=43MB|9240:steamwebhelper:cpu_total=1446.0:ws=355MB|9932:Codex:cpu_total=1233.5:ws=440MB"
2026-06-25T19:59:26.2774386+02:00,36.9,6748,Godot_v4.6.2-stable_win64,54.094,5.266,885.7,1647.7,33,"19432:StreamDeck:cpu_total=10021.3:ws=69MB|6348:Codex:cpu_total=7755.0:ws=282MB|31148:DisplayFusion:cpu_total=7163.0:ws=124MB|18288:Creative Cloud:cpu_total=5324.7:ws=341MB|23548:LM Studio:cpu_total=2373.7:ws=80MB|9972:CurseForge:cpu_total=2132.9:ws=43MB|9240:steamwebhelper:cpu_total=1446.1:ws=355MB|9932:Codex:cpu_total=1233.7:ws=437MB"
2026-06-25T19:59:28.3356413+02:00,39,6748,Godot_v4.6.2-stable_win64,59.797,5.703,910.2,1671.7,33,"19432:StreamDeck:cpu_total=10022.1:ws=69MB|6348:Codex:cpu_total=7755.8:ws=282MB|31148:DisplayFusion:cpu_total=7163.2:ws=124MB|18288:Creative Cloud:cpu_total=5324.7:ws=341MB|23548:LM Studio:cpu_total=2373.7:ws=80MB|9972:CurseForge:cpu_total=2132.9:ws=43MB|9240:steamwebhelper:cpu_total=1446.5:ws=355MB|9932:Codex:cpu_total=1234.1:ws=439MB"
2026-06-25T19:59:30.3850768+02:00,41,6748,Godot_v4.6.2-stable_win64,64.391,4.594,934.0,1695.5,33,"19432:StreamDeck:cpu_total=10022.8:ws=69MB|6348:Codex:cpu_total=7757.0:ws=286MB|31148:DisplayFusion:cpu_total=7163.3:ws=124MB|18288:Creative Cloud:cpu_total=5324.8:ws=341MB|23548:LM Studio:cpu_total=2373.8:ws=80MB|9972:CurseForge:cpu_total=2133.0:ws=43MB|9240:steamwebhelper:cpu_total=1446.6:ws=355MB|9932:Codex:cpu_total=1234.3:ws=438MB"
2026-06-25T19:59:32.4345460+02:00,43.1,6748,Godot_v4.6.2-stable_win64,68.984,4.594,958.9,1720.4,33,"19432:StreamDeck:cpu_total=10023.8:ws=69MB|6348:Codex:cpu_total=7757.9:ws=284MB|31148:DisplayFusion:cpu_total=7163.4:ws=124MB|18288:Creative Cloud:cpu_total=5324.9:ws=341MB|23548:LM Studio:cpu_total=2373.8:ws=80MB|9972:CurseForge:cpu_total=2133.0:ws=43MB|9240:steamwebhelper:cpu_total=1446.6:ws=355MB|9932:Codex:cpu_total=1234.5:ws=439MB"
2026-06-25T19:59:34.4972363+02:00,45.1,6748,Godot_v4.6.2-stable_win64,73.703,4.719,923.8,1691.6,33,"19432:StreamDeck:cpu_total=10024.3:ws=69MB|6348:Codex:cpu_total=7759.1:ws=288MB|31148:DisplayFusion:cpu_total=7163.5:ws=124MB|18288:Creative Cloud:cpu_total=5324.9:ws=341MB|23548:LM Studio:cpu_total=2373.8:ws=80MB|9972:CurseForge:cpu_total=2133.1:ws=43MB|9240:steamwebhelper:cpu_total=1446.6:ws=355MB|9932:Codex:cpu_total=1234.8:ws=427MB"
2026-06-25T19:59:36.5531527+02:00,47.2,6748,Godot_v4.6.2-stable_win64,78.563,4.859,939.2,1705.7,33,"19432:StreamDeck:cpu_total=10025.5:ws=69MB|6348:Codex:cpu_total=7760.3:ws=285MB|31148:DisplayFusion:cpu_total=7163.6:ws=124MB|18288:Creative Cloud:cpu_total=5324.9:ws=341MB|23548:LM Studio:cpu_total=2373.8:ws=80MB|9972:CurseForge:cpu_total=2133.1:ws=43MB|9240:steamwebhelper:cpu_total=1446.6:ws=355MB|9932:Codex:cpu_total=1235.0:ws=428MB"
2026-06-25T19:59:38.5999223+02:00,49.3,6748,Godot_v4.6.2-stable_win64,80.016,1.453,403.5,340.9,13,"19432:StreamDeck:cpu_total=10026.7:ws=69MB|6348:Codex:cpu_total=7761.4:ws=288MB|31148:DisplayFusion:cpu_total=7163.9:ws=124MB|18288:Creative Cloud:cpu_total=5324.9:ws=341MB|23548:LM Studio:cpu_total=2373.8:ws=80MB|9972:CurseForge:cpu_total=2133.1:ws=43MB|9240:steamwebhelper:cpu_total=1446.6:ws=355MB|9932:Codex:cpu_total=1235.7:ws=431MB"
