timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T09:15:34.9161955+02:00,2,,,,,,,,"31148:DisplayFusion:cpu=5;819.6:ws=149MB|19432:StreamDeck:cpu=5;408.2:ws=85MB|18288:Creative Cloud:cpu=4;379.8:ws=314MB|6348:Codex:cpu=3;458.9:ws=232MB|23548:LM Studio:cpu=1;981.6:ws=92MB|9972:CurseForge:cpu=1;683.5:ws=56MB|9240:steamwebhelper:cpu=1;163.6:ws=356MB|9932:Codex:cpu=901.4:ws=307MB"
