timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T19:16:21.0101920+02:00,24.7,42340,Godot_v4.6.2-stable_win64,26.672,3.891,776.1,1556.7,33,"19432:StreamDeck:cpu_total=8771.7:ws=74MB|31148:DisplayFusion:cpu_total=7039.9:ws=148MB|6348:Codex:cpu_total=6551.4:ws=263MB|18288:Creative Cloud:cpu_total=5247.9:ws=343MB|23548:LM Studio:cpu_total=2342.8:ws=84MB|9972:CurseForge:cpu_total=2092.1:ws=48MB|9240:steamwebhelper:cpu_total=1423.9:ws=358MB|9932:Codex:cpu_total=1161.7:ws=353MB"
2026-06-25T19:16:23.0709569+02:00,26.7,42340,Godot_v4.6.2-stable_win64,35.219,8.547,809.5,1590.2,33,"19432:StreamDeck:cpu_total=8772.7:ws=74MB|31148:DisplayFusion:cpu_total=7040.0:ws=148MB|6348:Codex:cpu_total=6552.3:ws=263MB|18288:Creative Cloud:cpu_total=5247.9:ws=343MB|23548:LM Studio:cpu_total=2342.8:ws=84MB|9972:CurseForge:cpu_total=2092.1:ws=48MB|9240:steamwebhelper:cpu_total=1423.9:ws=358MB|9932:Codex:cpu_total=1162.3:ws=374MB"
2026-06-25T19:16:25.1204096+02:00,28.8,42340,Godot_v4.6.2-stable_win64,40.172,4.953,829.4,1610.1,33,"19432:StreamDeck:cpu_total=8773.8:ws=74MB|31148:DisplayFusion:cpu_total=7040.1:ws=148MB|6348:Codex:cpu_total=6553.5:ws=261MB|18288:Creative Cloud:cpu_total=5248.0:ws=343MB|23548:LM Studio:cpu_total=2342.8:ws=84MB|9972:CurseForge:cpu_total=2092.1:ws=48MB|9240:steamwebhelper:cpu_total=1423.9:ws=358MB|9932:Codex:cpu_total=1162.7:ws=382MB"
2026-06-25T19:16:27.1710871+02:00,30.9,42340,Godot_v4.6.2-stable_win64,42.297,2.125,829.4,1610.1,33,"19432:StreamDeck:cpu_total=8774.7:ws=74MB|31148:DisplayFusion:cpu_total=7040.2:ws=148MB|6348:Codex:cpu_total=6554.3:ws=262MB|18288:Creative Cloud:cpu_total=5248.0:ws=343MB|23548:LM Studio:cpu_total=2342.8:ws=84MB|9972:CurseForge:cpu_total=2092.2:ws=48MB|9240:steamwebhelper:cpu_total=1423.9:ws=358MB|9932:Codex:cpu_total=1162.7:ws=383MB"
2026-06-25T19:16:29.2225235+02:00,32.9,42340,Godot_v4.6.2-stable_win64,46.281,3.984,829.2,1612.1,33,"19432:StreamDeck:cpu_total=8775.9:ws=74MB|31148:DisplayFusion:cpu_total=7040.4:ws=148MB|6348:Codex:cpu_total=6555.8:ws=266MB|18288:Creative Cloud:cpu_total=5248.0:ws=343MB|23548:LM Studio:cpu_total=2342.8:ws=84MB|9972:CurseForge:cpu_total=2092.3:ws=48MB|9240:steamwebhelper:cpu_total=1423.9:ws=358MB|9932:Codex:cpu_total=1163.2:ws=400MB"
2026-06-25T19:16:31.2804279+02:00,35,42340,Godot_v4.6.2-stable_win64,50.859,4.578,848.2,1628.0,33,"19432:StreamDeck:cpu_total=8777.1:ws=74MB|31148:DisplayFusion:cpu_total=7040.4:ws=148MB|6348:Codex:cpu_total=6557.1:ws=264MB|18288:Creative Cloud:cpu_total=5248.0:ws=343MB|23548:LM Studio:cpu_total=2342.8:ws=84MB|9972:CurseForge:cpu_total=2092.3:ws=48MB|9240:steamwebhelper:cpu_total=1423.9:ws=358MB|9932:Codex:cpu_total=1163.8:ws=409MB"
2026-06-25T19:16:33.3437088+02:00,37,42340,Godot_v4.6.2-stable_win64,56.484,5.625,874.1,1653.8,33,"19432:StreamDeck:cpu_total=8778.0:ws=74MB|31148:DisplayFusion:cpu_total=7041.2:ws=148MB|6348:Codex:cpu_total=6558.5:ws=268MB|18288:Creative Cloud:cpu_total=5248.2:ws=343MB|23548:LM Studio:cpu_total=2342.9:ws=84MB|9972:CurseForge:cpu_total=2092.4:ws=48MB|9240:steamwebhelper:cpu_total=1424.0:ws=358MB|9932:Codex:cpu_total=1164.1:ws=407MB"
2026-06-25T19:16:35.3946770+02:00,39.1,42340,Godot_v4.6.2-stable_win64,61.156,4.672,871.8,1653.3,33,"19432:StreamDeck:cpu_total=8779.2:ws=74MB|31148:DisplayFusion:cpu_total=7041.4:ws=148MB|6348:Codex:cpu_total=6559.6:ws=266MB|18288:Creative Cloud:cpu_total=5248.2:ws=343MB|23548:LM Studio:cpu_total=2343.0:ws=84MB|9972:CurseForge:cpu_total=2092.4:ws=48MB|9240:steamwebhelper:cpu_total=1424.1:ws=358MB|9932:Codex:cpu_total=1164.3:ws=417MB"
2026-06-25T19:16:37.4465157+02:00,41.1,42340,Godot_v4.6.2-stable_win64,65.750,4.594,885.7,1666.3,33,"19432:StreamDeck:cpu_total=8780.1:ws=74MB|31148:DisplayFusion:cpu_total=7041.4:ws=148MB|6348:Codex:cpu_total=6560.4:ws=264MB|18288:Creative Cloud:cpu_total=5248.2:ws=343MB|23548:LM Studio:cpu_total=2343.0:ws=84MB|9972:CurseForge:cpu_total=2092.5:ws=48MB|9240:steamwebhelper:cpu_total=1424.1:ws=358MB|9932:Codex:cpu_total=1164.5:ws=412MB"
2026-06-25T19:16:39.4949483+02:00,43.2,42340,Godot_v4.6.2-stable_win64,70.406,4.656,906.0,1685.8,33,"19432:StreamDeck:cpu_total=8780.7:ws=74MB|31148:DisplayFusion:cpu_total=7041.6:ws=148MB|6348:Codex:cpu_total=6561.6:ws=268MB|18288:Creative Cloud:cpu_total=5248.4:ws=342MB|23548:LM Studio:cpu_total=2343.0:ws=84MB|9972:CurseForge:cpu_total=2092.5:ws=48MB|9240:steamwebhelper:cpu_total=1424.1:ws=358MB|9932:Codex:cpu_total=1164.8:ws=426MB"
2026-06-25T19:16:41.5422981+02:00,45.2,42340,Godot_v4.6.2-stable_win64,74.906,4.500,931.3,1714.9,33,"19432:StreamDeck:cpu_total=8781.6:ws=74MB|31148:DisplayFusion:cpu_total=7041.6:ws=148MB|6348:Codex:cpu_total=6562.8:ws=265MB|18288:Creative Cloud:cpu_total=5248.4:ws=342MB|23548:LM Studio:cpu_total=2343.0:ws=84MB|9972:CurseForge:cpu_total=2092.5:ws=48MB|9240:steamwebhelper:cpu_total=1424.1:ws=358MB|9932:Codex:cpu_total=1165.4:ws=435MB"
2026-06-25T19:16:43.5968096+02:00,47.3,42340,Godot_v4.6.2-stable_win64,77.188,2.281,936.6,1720.2,33,"19432:StreamDeck:cpu_total=8782.7:ws=74MB|31148:DisplayFusion:cpu_total=7041.7:ws=148MB|6348:Codex:cpu_total=6563.9:ws=273MB|18288:Creative Cloud:cpu_total=5248.4:ws=342MB|23548:LM Studio:cpu_total=2343.0:ws=84MB|9972:CurseForge:cpu_total=2092.6:ws=48MB|9240:steamwebhelper:cpu_total=1424.2:ws=358MB|9932:Codex:cpu_total=1165.6:ws=433MB"
2026-06-25T19:16:45.6435313+02:00,49.3,42340,Godot_v4.6.2-stable_win64,79.375,2.188,936.7,1720.2,33,"19432:StreamDeck:cpu_total=8783.6:ws=74MB|31148:DisplayFusion:cpu_total=7041.8:ws=148MB|6348:Codex:cpu_total=6564.5:ws=251MB|18288:Creative Cloud:cpu_total=5248.5:ws=342MB|23548:LM Studio:cpu_total=2343.0:ws=84MB|9972:CurseForge:cpu_total=2092.6:ws=48MB|9240:steamwebhelper:cpu_total=1424.2:ws=358MB|9932:Codex:cpu_total=1165.8:ws=434MB"
2026-06-25T19:16:47.6980275+02:00,51.4,42340,Godot_v4.6.2-stable_win64,81.672,2.297,936.8,1720.2,33,"19432:StreamDeck:cpu_total=8784.7:ws=74MB|31148:DisplayFusion:cpu_total=7041.8:ws=148MB|6348:Codex:cpu_total=6565.4:ws=259MB|18288:Creative Cloud:cpu_total=5248.7:ws=342MB|23548:LM Studio:cpu_total=2343.0:ws=84MB|9972:CurseForge:cpu_total=2092.6:ws=48MB|9240:steamwebhelper:cpu_total=1424.2:ws=358MB|9932:Codex:cpu_total=1166.2:ws=434MB"
2026-06-25T19:16:49.7429041+02:00,53.4,42340,Godot_v4.6.2-stable_win64,83.469,1.797,384.3,339.2,13,"19432:StreamDeck:cpu_total=8785.6:ws=74MB|31148:DisplayFusion:cpu_total=7042.1:ws=148MB|6348:Codex:cpu_total=6566.9:ws=282MB|18288:Creative Cloud:cpu_total=5248.7:ws=342MB|23548:LM Studio:cpu_total=2343.1:ws=84MB|9972:CurseForge:cpu_total=2092.7:ws=48MB|9240:steamwebhelper:cpu_total=1424.2:ws=358MB|9932:Codex:cpu_total=1166.8:ws=439MB"
