timestamp,elapsed_s,pid,process,cpu_s,delta_cpu_s,working_set_mb,private_mb,threads,top_processes
2026-06-25T20:09:41.7868913+02:00,2,31844,Godot_v4.6.2-stable_win64,46.594,0.000,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10301.4:ws=69MB|6348:Codex:cpu_total=8051.0:ws=301MB|31148:DisplayFusion:cpu_total=7201.2:ws=127MB|18288:Creative Cloud:cpu_total=5341.0:ws=341MB|23548:LM Studio:cpu_total=2381.1:ws=80MB|9972:CurseForge:cpu_total=2145.6:ws=46MB|9240:steamwebhelper:cpu_total=1451.9:ws=354MB|9932:Codex:cpu_total=1284.5:ws=454MB"
2026-06-25T20:09:43.8715255+02:00,4.1,31844,Godot_v4.6.2-stable_win64,46.609,0.016,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10302.5:ws=69MB|6348:Codex:cpu_total=8051.8:ws=299MB|31148:DisplayFusion:cpu_total=7201.3:ws=127MB|18288:Creative Cloud:cpu_total=5341.0:ws=341MB|23548:LM Studio:cpu_total=2381.1:ws=80MB|9972:CurseForge:cpu_total=2145.6:ws=46MB|9240:steamwebhelper:cpu_total=1451.9:ws=354MB|9932:Codex:cpu_total=1284.5:ws=454MB"
2026-06-25T20:09:45.9179779+02:00,6.2,31844,Godot_v4.6.2-stable_win64,46.609,0.000,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10303.6:ws=69MB|6348:Codex:cpu_total=8053.0:ws=302MB|31148:DisplayFusion:cpu_total=7201.5:ws=127MB|18288:Creative Cloud:cpu_total=5341.0:ws=341MB|23548:LM Studio:cpu_total=2381.3:ws=80MB|9972:CurseForge:cpu_total=2145.7:ws=46MB|9240:steamwebhelper:cpu_total=1452.0:ws=354MB|9932:Codex:cpu_total=1284.8:ws=438MB"
2026-06-25T20:09:47.9725958+02:00,8.2,31844,Godot_v4.6.2-stable_win64,46.609,0.000,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10304.6:ws=69MB|6348:Codex:cpu_total=8054.2:ws=296MB|31148:DisplayFusion:cpu_total=7201.6:ws=127MB|18288:Creative Cloud:cpu_total=5341.0:ws=341MB|23548:LM Studio:cpu_total=2381.3:ws=80MB|9972:CurseForge:cpu_total=2145.7:ws=46MB|9240:steamwebhelper:cpu_total=1452.0:ws=354MB|9932:Codex:cpu_total=1285.3:ws=443MB"
2026-06-25T20:09:50.0309476+02:00,10.3,31844,Godot_v4.6.2-stable_win64,46.609,0.000,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10305.6:ws=70MB|6348:Codex:cpu_total=8055.1:ws=296MB|31148:DisplayFusion:cpu_total=7201.7:ws=127MB|18288:Creative Cloud:cpu_total=5341.5:ws=341MB|23548:LM Studio:cpu_total=2381.3:ws=80MB|9972:CurseForge:cpu_total=2145.8:ws=47MB|9240:steamwebhelper:cpu_total=1452.0:ws=354MB|9932:Codex:cpu_total=1285.4:ws=436MB"
2026-06-25T20:09:52.0939551+02:00,12.3,31844,Godot_v4.6.2-stable_win64,46.609,0.000,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10306.6:ws=69MB|6348:Codex:cpu_total=8055.7:ws=296MB|31148:DisplayFusion:cpu_total=7202.0:ws=127MB|18288:Creative Cloud:cpu_total=5341.5:ws=341MB|23548:LM Studio:cpu_total=2381.6:ws=80MB|9972:CurseForge:cpu_total=2145.9:ws=47MB|9240:steamwebhelper:cpu_total=1452.1:ws=354MB|9932:Codex:cpu_total=1285.5:ws=436MB"
2026-06-25T20:09:54.1460419+02:00,14.4,31844,Godot_v4.6.2-stable_win64,46.625,0.016,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10307.3:ws=69MB|6348:Codex:cpu_total=8056.8:ws=296MB|31148:DisplayFusion:cpu_total=7202.1:ws=127MB|18288:Creative Cloud:cpu_total=5341.5:ws=341MB|23548:LM Studio:cpu_total=2381.6:ws=80MB|9972:CurseForge:cpu_total=2145.9:ws=47MB|9240:steamwebhelper:cpu_total=1452.1:ws=354MB|9932:Codex:cpu_total=1285.5:ws=435MB"
2026-06-25T20:09:56.2230123+02:00,16.5,31844,Godot_v4.6.2-stable_win64,46.625,0.000,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10308.1:ws=69MB|6348:Codex:cpu_total=8057.8:ws=296MB|31148:DisplayFusion:cpu_total=7202.4:ws=127MB|18288:Creative Cloud:cpu_total=5341.5:ws=341MB|23548:LM Studio:cpu_total=2381.6:ws=80MB|9972:CurseForge:cpu_total=2146.0:ws=47MB|9240:steamwebhelper:cpu_total=1452.1:ws=354MB|9932:Codex:cpu_total=1285.5:ws=435MB"
2026-06-25T20:09:58.2864141+02:00,18.5,31844,Godot_v4.6.2-stable_win64,46.641,0.016,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10309.0:ws=69MB|6348:Codex:cpu_total=8058.8:ws=296MB|31148:DisplayFusion:cpu_total=7202.5:ws=127MB|18288:Creative Cloud:cpu_total=5341.7:ws=341MB|23548:LM Studio:cpu_total=2381.6:ws=80MB|9972:CurseForge:cpu_total=2146.0:ws=47MB|9240:steamwebhelper:cpu_total=1452.1:ws=354MB|9932:Codex:cpu_total=1285.5:ws=435MB"
2026-06-25T20:10:00.3376475+02:00,20.6,31844,Godot_v4.6.2-stable_win64,46.641,0.000,2598.1,3397.0,29,"19432:StreamDeck:cpu_total=10310.0:ws=69MB|6348:Codex:cpu_total=8060.0:ws=301MB|31148:DisplayFusion:cpu_total=7202.6:ws=127MB|18288:Creative Cloud:cpu_total=5341.8:ws=341MB|23548:LM Studio:cpu_total=2381.6:ws=80MB|9972:CurseForge:cpu_total=2146.1:ws=47MB|9240:steamwebhelper:cpu_total=1452.1:ws=354MB|9932:Codex:cpu_total=1285.6:ws=436MB"
